id,text,label
1274,【赶紧牢记下】新交规施行：闯红灯记6分，罚100元。酒驾记12分、5年内不得再考取驾照。不系安全带记3分，罚100元。副驾不系安全带记1分，罚50元。行驶中拨打手机记3分，罚100元。行驶中抽烟记1分，罚100元。有意遮挡号牌记12分，顶额处罚。超速驾驶记6分。副驾驶有不满14周岁乘坐的记6分，罚300元。转,1
1275,"@谈笑古今- 各位，中央电视台《焦点访谈》已经播出,可口可乐承认旗下[果粒橙]含有美国禁用农药「多菌灵」,现包括香港正在销售的[果粒橙]香港食环署正在了解此事件.专家指出[多菌灵]跟其他农药一样,对脑部影响最大,可引致局部麻痹,并会导致癌症。请火速转给你的朋友，不要给孩子们喝这种饮料 。转",1
1276,[围观][围观]四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄的，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天！❤,1
1277,【湖南司法副厅长“警车门”调查】“宴席赛过皇宫，20警车助阵，百万礼金入囊”，这是近日网络盛传的湖南省司法厅副厅长王亲生儿子婚宴景象。“中国网事”记者调查核实，确有警车出现在婚宴现场，但网贴所曝“厅长率全省司法系统100余人助阵、敛财百万”，当事人却有不同说法。,0
1278,【昆明滞留旅客拨市长热线 被告知不归我们管】1月3日，昆明长水国际机场出现大雾，低于航班最低运行标准，造成440航班取消，7500名旅客滞留机场。4日，一位飞往西双版纳的旅客反映称，在他拨打了昆明市人民政府市长热线“12345”反映机场滞留情况后，得到的回答是“不归我们管”。 http://t.cn/zjnwRDZ,0
1279,【注意！驾车用蓝牙耳机接电话也要被扣分！】淘宝上“蓝牙耳机”最近七天的搜索指数环比增长43.1%，与去年同期相比增长315.7%。不少店家在商品标题标明“不怕新交规”“新交规必备”字样。有交警表示，驾车时用蓝牙耳机接听电话仍属“妨碍安全驾驶”行为，会被罚款扣分。(财经网 ),0
1280,四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄的，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天！～～[爱心传递] http://t.cn/zjtC8m5,1
1281,【央视采访，为领导手腕打马赛克】网友爆料称：央视《焦点访谈》栏目播放关于共和国脊梁评选活动造假之事采访民政部门领导之时，将其手腕部门打上马赛克遮住。,1
1282,【赶紧牢记下】新交规施行：闯红灯记6分，罚100元。酒驾记12分、5年内不得再考取驾照。不系安全带记3分，罚100元。副驾不系安全带记1分，罚50元。行驶中抽烟记1分，罚100元。有意遮挡号牌记12分，顶额处罚。超速驾驶记6分。副驾驶有不满14周岁乘坐的记6分，罚300元。,1
1283,【央视采访，为领导手腕打马赛克】网友爆料称：央视《焦点访谈》栏目播放关于共和国脊梁评选活动造假之事采访民政部门领导之时，将其手腕部门打上马赛克遮住。via:柏举散人,1
1284,【央视采访领导手腕打马赛克 想遮住什么】央视采访领导，为其手腕专门打上马赛克，央视《焦点访谈》播放关于共和国脊梁评选活动造假之事采访民政部门领导，将其手腕部门打上马赛克遮住，为何将其遮住？遮住的到底是什么？名表？名首饰？让人不得怀疑这位领导手腕是什么“机密”？http://t.cn/zjnHKY2,1
1285,"【台湾愿意回归大陆,条件看好啦!】马英九：如果大陆方面解除党禁报禁，台湾政党将赴大陆参选大中华区国家总统、内阁总理等职位，大陆和台湾统一将不存在任何障碍。台湾没有独立倾向，如果大陆实现民选政治普世价值观，台湾没有理由拒绝和大陆统一，并表示‘希望对岸在人权自由上取得进步是统一的前提",1
1286,各位粑粑麻麻们注意啦焦点访谈已播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。多对脑部影响最大，可引致局部麻痹，并会导致癌症不要给孩子们喝这种饮料。@悦己范亚雯 @盛如夏花5266 @Vicky钟 @乔琳_prlady爱美丽 @姚苒豆豆,1
1287,【严冬中，谁抢走了流浪者棉被大衣】由中国社科院教授@于建嵘 发起的@街头随手救助 活动近日向北京街头流浪者发放棉被、大衣、棉鞋袜，但发放后不久就被一群不明身份的人收走。活动志愿者樊银华表示，这种情况去年冬天也曾出现。“不明身份”者究竟何人，为何这么做？（via 新华社中国网事）,0
1288,江苏省东海县女镇党委书记徐艳，因不愿陪县委书记关永健上床，竟然被警察毒打致子宫破裂。徐艳一怒揭开6亿贪污大案---东海县石梁河水库水淹地补偿款案，县委书记关永健一个人竟贪污6亿多元。关永健每年搞全县科级干部大调整，仅此每年受贿2000万以上。--转自人网http://t.cn/zjKyD4R,1
1289,【在家自杀，利国利民】为降低伦敦地铁自杀率，伦敦市政府制作了一系列公益广告。给你跪了~~~（汉化： 纳兰性急） [转],1
1290,四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄的，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天 ！谢谢大家了[爱心],1
1291,#海青点评#央视《焦点访谈》播放关于共和国脊梁评选活动造假之事采访民政部门领导，将其手腕部门打上马赛克遮住，为何将其遮住？遮住的到底是什么？名表？名首饰？让人不得怀疑这位领导手腕是什么“机密”？http://t.cn/zjnHKY2 陕西大表哥事件引发官员集体关注，戴表无错，既然敢戴又何必打马赛克？,1
1292,2013年北京市小客车摇号办法,1
1293,这位先生，真是白岩松？,1
1294,【新版假币又来了[闪电]】开头是CE86和CH31，这次仿真水平超过HD90版。100元编号CE86、CH31、HB90、WJ1开头均为假币。50元编号FA开头的均为假币。10元编号AB77、AB88、AB99开头的均为假币，请转发给你的朋友，让更多的人知道。@袁裕来律师 @2条新闻 @大藏布 @全震动 @观点联播V @焦点联播 @甘元春律师,1
1295,【北京2013摇号新规定】【摇号须交3000元保证金】【弃号不买保证金不退】【一个家庭已经有一辆车的不能再参与摇号】【高校在校生、留学生等临时性北京集体户口人员不能再参与摇号】【通过摇号的新车5年内不得办理过户 】【连续24次没摇中的自动获得一个购车指标】【报废车辆车主购买新车也须参加摇号】,1
1296,我依然不喜欢王家卫，故弄玄虚，假装深刻，乱七八糟，狗屁不通，整几个破词儿就以为看透了整个世界。,0
1297,往往当一个人说：“不是我吹牛”，这句话的时候，他就开始要吹牛了。往往当一个人说：“不是我打击你”，这句话的时候，他就开始要打击你了。往往当一个人说：“不是我批评你”这句话的时候，他就要开始批评你了。往往卖东西的人说：“不是我骗你”这句话时，他就要开始骗你了~[转],0
1298,Mico是中美混血男孩，3周岁，身高1米左右，偏瘦，寸头，离开时身穿绿色棉布大衣、深蓝色裤子、咖色皮鞋，能说简单的中文及英文。于1月7日16：33分左右，在爱绿双语幼儿园门口育秀路段（大润发周边）被抢走，至今下落未明，他的妈妈已近崩溃，望知情者提供线索，求扩散！ @上海派對SHClubbing,1
1299,Mico是中美混血男孩，3周岁，身高1米左右，偏瘦，寸头，离开时身穿绿色棉布大衣、深蓝色裤子、咖色皮鞋，能说简单的中文及英文。于1月7日16：33分左右，在爱绿双语幼儿园门口育秀路段（大润发周边）被抢走，至今下落未明，他的妈妈已近崩溃，望知情者提供线索，求扩散！ @请叫我陈博博 投稿,1
1300,Mico是中美混血男孩，3周岁，身高1米左右，偏瘦，寸头，离开时身穿绿色棉布大衣、深蓝色裤子、咖色皮鞋，能说简单的中文及英文。于1月7日16：33分左右，在爱绿双语幼儿园门口育秀路段（大润发周边）被抢走，至今下落未明，他的妈妈已近崩溃，望知情者提供线索，求扩散！【来源：@请叫我陈博博   】,1
1301,《人物》主笔 @赵涵漠 跟随柴静一路从广州，到深圳，再回北京。约6小时的采访后，柴静坦言，这是最近袒露内心最多的一次访谈。她谈到新闻与宣传，谈自己如何做主旋律报道，谈有人希望她成为新闻斗士而她却无志于此。回忆童年时，她哭了。此时此刻，她是记者柴静、女人柴静，不是女神柴静。,0
1302,Mico是中美混血男孩，3周岁，身高1米左右，偏瘦，寸头，离开时身穿绿色棉布大衣、深蓝色裤子、咖色皮鞋，能说简单的中文及英文。于1月7日16：33分左右，在爱绿双语幼儿园门口育秀路段（大润发周边）被抢走，至今下落未明，他的妈妈已近崩溃，望知情者提供线索，求扩散！,1
1303,【求扩散】Mico是中美混血男孩，3周岁，身高1米左右，偏瘦，寸头，离开时身穿绿色棉布大衣、深蓝色裤子、咖色皮鞋，能说简单的中文及英文。于1月7日16：33分左右，在爱绿双语幼儿园门口育秀路段（大润发周边）被抢走，至今下落未明，他的妈妈已近崩溃，望知情者提供线索，求扩散！,1
1304,十万火急谁的群多？请帮忙转一下：一个重庆打工者，22岁，叫骆婕，不知道在什么地方，请他速回重庆万州，直接到三峡中心医院。家中失火，父母双亡，弟弟伤势很严重，想见她最后一面。舅舅：18716501803——爱心接力。这个不转对不起自己的良心 （重庆市万州区柱山镇党委罗于平托 ),1
1305,"【阿司匹林】在睡眠时心脏病突发, 剧烈胸疼足以把人从沉睡中痛醒, 立刻口含两颗阿司匹林嚼碎了咽下去，接着立刻联络急救中心，然后坐在椅子或沙发上静候援助，千万别躺下！心脏科医师强调，如果每个看到这条微博的人， 能够转发10份给其他人，肯定至少有一条命将会被救回。 请扩散！",1
1306,【紧急通知】新版假币又来了,1
1307,Mico是中美混血男孩，3周岁，身高1米左右，偏瘦，寸头，离开时身穿绿色棉布大衣、深蓝色裤子、咖色皮鞋，能说简单的中文及英文。于1月7日16：33分左右，在深圳爱绿双语幼儿园门口育秀路段（大润发周边）被抢走，至今下落未明，他的妈妈已近崩溃，望知情者提供线索，求扩散！ 我在:http://t.cn/zj33OPN,1
1308,转帖：Mico是中美混血男孩，3周岁，身高1米左右，偏瘦，寸头，离开时身穿绿色棉布大衣、深蓝色裤子、咖色皮鞋，能说简单的中文及英文。于1月7日16：33分左右，🌟在深圳爱绿双语幼儿园门口育秀路段（大润发周边）被抢走，至今下落未明，他的妈妈已近崩溃，望知情者提供线索，求扩散！,1
1309,河南一妇女为了给孩子凑钱治病，上街卖盗版CD，被城管发现后逃跑，CD被缴后跳入冰冷的水中躲避，城管还不肯放过她，要她把非法所得也交出来，她百般向城管哀求，这是孩子的救命钱，城管丝毫不为所动，不交钱就不许上岸，妇女在水中冻了两个小时，最后昏死过去,1
1310,【 我大国天朝的城管 】 河南一妇女为了给孩子凑钱治病，上街卖盗版CD，被城管发现后逃跑，CD被缴后跳入冰冷的水中躲避，城管还不肯放过她，要她把非法所得也交出来，她百般向城管哀求，这是孩子的救命钱，城管丝毫不为所动，不交钱就不许上岸，致使妇女在水中冻了两个小时，最后昏死过去。[怒],1
1311,城管人性执法何日回归？@甄鲵-pastorsubject：河南一妇女为了给孩子凑钱治病，上街卖盗版CD被城管发现后逃跑，CD被缴后她跳入冰冷的水中，城管仍不肯放过她，交出非法所得，她百般向哀求：是孩子的救命钱……城管丝毫不为所动，不交钱不许上岸。可怜的妇女在寒冷的水中冻了两个小时直至昏死过去……,1
1312,河南一妇女为了给孩子凑钱治病，上街卖盗版CD，被城管发现后逃跑，CD被缴后跳入冰冷的水中躲避，城管还不肯放过她，要她把非法所得也交出来，她百般向城管哀求，这是孩子的救命钱，城管丝毫不为所动，不交钱就不许上... http://t.cn/zj1f1yv,1
1313,年底了，是治安最差的时间！最近又有新骗术出现，而且手段恶劣！大家记住以外希望也多转发，也许你的一条转发就可以救你一个好朋友的财产和性命的安全[爱心传递],1
1314,【太活跃的鱼千万别买】去买鱼，结果看到惊人一幕，摊贩往水盆内加入一种白色粉未，迅速用手搅拌，一会功夫白色粉未溶解，将半死不活的鱼虾倒入其中，一会儿就活蹦乱跳开，仿佛刚从河中捕回来的。这是一种能够致癌的催化剂，俗称鱼浮灵，也对智力有影响。相互转告一下，有必要让更多的人知道！,1
1315,【紧急通知】新版假币又来了![吃惊]千万不要上当了，果断转给身边的朋友吧~【S】,1
1316,【注意！驾车用蓝牙耳机接电话也要被扣分！】近日不少商家以“不怕新交规”“新交规必备”为噱头促销蓝牙耳机。有交警表示，驾车时用蓝牙耳机接听电话仍属“妨碍安全驾驶”行为，会被罚款扣分。 开车时要想打电话，还是乖乖靠边停车吧 ~ 想学更多实用驾车技巧 就关注@驾车小技巧,1
1317,最近出现骗子让单独带孩子的家长帮忙照相，当家长拿着相机拍照的时候就会出现眩晕。然后孩子就被抱走了。沈阳出现两起了。请告诉周围妈妈们注意！ 深圳也有妈妈差点上当 转发到其他群让各位爸爸和妈妈们注意一下，这个得发发 ！@预谋创业者 投稿,1
1318,【紧急通知】新版假币又来了!千万不要上当了，果断转给身边的朋友吧~ By曼布网,1
1319,[话筒]【紧急通知】新版假币又来了!千万不要上当了，果断转给身边的朋友吧~ By曼布网,1
1320,【紧急通知】新版假币又来了!千万不要上当了，果断转给身边的朋友吧~☑一个南京人必须关注的微博，推荐关注@南京头条,1
1321,【 调查地沟油的记者李翔，死了 】 身中10余刀，惨死。他为全国不能吃特供的十多亿草泥马的食品安全努力过。他付出了年轻的生命。请动一下鼠标，转发，表达一下谢意！,1
1322,【帝都是怎么了？[震惊]】@米娜33：今儿北京毒气爆表，晚上10点我家水龙头放出来的水成这样儿了，一盆毒死你！奉劝大家这两天儿大家还是把自来水儿给戒了吧！！！！[围观],1
1323,#社区突发#【这两天别呼吸，自来水也戒了吧！！！！】今晚10点：@米娜33：今儿北京毒气爆表，我家水龙头放出来的水成这样儿了，一盆毒死你！#我家水龙头会喷鹤顶红#,1
1324,【帝都是怎么了？[震惊]】@米娜33：今儿北京毒气爆表，晚上10点我家水龙头放出来的水成这样儿了，一盆毒死你！奉劝大家这两天儿大家还是把自来水儿给戒了吧！！！！[围观],1
1325,来福小院又被扔来了几只狗 今天有人开车来说是在饭店买回来的狗 不然就被吃了 然后送来小院 该高兴还是该绝望 好吧 还是先给孩子找领养吧 先来这几只小狗 基本条件：北京本地或长期居住有独立住房或大点的租房 N多人合租的和非本地学生暂不考虑 不了解怀孕和养狗的也不考虑 详情可加QQ 468019397,0
1326,日本最贵的菜居然是吃屎！这道菜名称叫做金粒宴（说白了就是吃屎）。这是在日本上层社会所谓的高级享受，做法是挑选女婴。以极精细的食物喂大。到15 16岁就取其粪便烹之！太变态了！,1
1327,【吴其轺】1943年加入飞虎队，对日飞行作战800小时，击落5架日机，4次成功飞越死亡之线，自身也曾被击落过3次，都死里逃生。1949年收到家书，当年12月辗转从香港到北京，任职南苑机场教官。大难不死的他却没逃过1950年镇反运动而入狱，74年方才出狱，一代飞虎，沦落到蹬三轮车养老的地步……,1
1328,【非诚勿扰 女嘉宾2刀砍死丈夫！[衰]】据 @oldou微博:  非诚勿扰126期---129期女嘉宾王佳，32岁西安人，出版社编辑。2012年5月结婚，7月就两刀砍死了熟睡中的老公，还企图制作家暴假象，被警方识破。非诚勿扰啊，那些男嘉宾花钱被嘲弄，被侮辱，娶回家漂亮媳妇有啥用，死都不知道为啥了。。。,1
1329,【非诚勿扰 女嘉宾2刀砍死丈夫！】据 @oldou微博: 非诚勿扰126期---129期女嘉宾王佳，32岁西安人，出版社编辑。2012年5月结婚，7月就两刀砍死了熟睡中的老公，还企图制作家暴假象，被警方识破。非诚勿扰啊，那些男嘉宾花钱被嘲弄，被侮辱，娶回家漂亮媳妇有啥用，死都不知道为啥了。。。[衰]「转」,1
1330,她是非诚勿扰的女嘉宾，她叫王佳，她今年32岁了，她是西安人，她是出版社的编辑，她在2012年5月结婚，她婚后两个月就杀了人，她杀的人是自己熟睡中的老公，她身手敏捷只用了两刀，她思维敏捷还制造了家暴假象......回顾整理一下：5月结婚，7月杀夫，8月产子，9月火化。,1
1331,朋友们听好了！⚠⚠公安部.张育铭，特别提醒，若有人在路上接近你，向你推销福建安溪铁观音，又让你闻一下，你一定注意不要上.当！那是观音土，是种迷-昏-药，一闻即晕！作.案时，轻者劫.财劫色，重者杀害高价出售器官！非常残忍，现在已经在广东，河北，黑龙江，天津等省市出现了！,1
1332,新的假人名币来了，100元的假币编号分别是：CE86，CH3，HB90，WJ1。50元的假币都是以FA开头，赶紧扩散吧,1
1333,#爱#四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限。，洗干净就可以地址四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天。天气冷给孩子们添加些棉衣寄过去吧。爱,1
1334,他叫矢野浩二，当天天向上直播上聊到侵华战争时，他没有说话，而是直接跪下来跟观众道歉。这是节目组始料未及的。当一个日本人在中国演鬼子头，可见他的压力。当他回家乡时被家乡人打到去住院，还不忘呼吁和平。一个爱中国的日本人，有什么理由不受到我们的尊重？我们应该对他保持什么样的态度？？转,1
1335,⚠特别提醒，若有人在路上接近你，向你推销福建安溪铁观音，又让你闻一下，你一定注意不要上当！那是观音土，是种迷昏药，一闻即晕！作案时，轻者劫财劫色，重者杀害高价出.售器官！非常残忍，现在已经在广东，河北，黑龙江，天津等省市出现了，看完请马上转发转告你的亲人朋友，望大家小心。互转⚠,1
1336,【杭州出现新公交骗局】杭州最近发生了系列高级骗局，乘公交车的亲人们警惕哦。骗子最新手法：在公交车上，三人一组，三个骗子围坐在你周围，借机把手机放在你手袋或衣袋中，之后就说不见手机了。骗子借同伙致电自己手机时，你袋里的手机就会响起，令你变成小偷，屈你钱。在杭州的朋友要当心了！（转）,1
1337,据说这是广东经典名菜：三叫。刚出生的老鼠仔，直接生吃！当筷子夹起来的时候老鼠仔会叫一声；沾酒的时候会再叫一声；送进嘴里的时候会再惨叫一声！！想不想试试？,1
1338,【这个……】这个可以有吗？不知道如何理解？@袁裕来律师,1
1339,【感谢香港廉政公署，郭美美真相浮出水面！】据香港TVB电视台报道，伯明翰主席杨家诚被香港警方抓走，罪名是巨额财产不明。更多消息还在进一步调查了解中。十字会郭会长挣的钱流到香港让杨家诚洗钱，郭美美出事了大陆的公-安不敢管，但香港的廉政公署顺着这个线索把杨嘉诚挖出来了,1
1340,【感谢香港廉政公署，郭美美真相浮出水面！】据香港TVB电视台报道，伯明翰主席杨家诚被香港警方抓走，罪名是巨额财产不明。更多消息还在进一步调查了解中。十字会郭会长挣的钱流到香港让杨家诚洗钱，郭美美出事了大陆的公-安不敢管，但香港的廉政公署顺着这个线索把杨嘉诚挖出来了,1
1341,2013年新假币…………速速转发你身边的朋友，让他们别上当了。。。@江宁公安在线,1
1342,【无奈】中国在世界排行榜上：1.清廉指数第79位；2.卫生医疗公平倒数第四；3.大学学费成本最高；4.城乡收入差距第一；5.税负第二；6.矿难死亡人数占全球80％；7.行政成本最高；8.收费公路14万公里10万在中国，占70%；9.有8亿人口游离于社保之外。转！,1
1343,鸠山参观南京大屠杀纪念馆引起争议。据日语维基百科记载，南京大屠杀纪念馆是时任日本社民党委员长田边诚1980年访问南京时，提出要建设的。并捐赠了3千万日元的资金。纪念馆的设计者也是日本人。3千万元中只有870万日元用于建设，其余使途。。。。。。？,1
1344,#云南旅游攻略#香格里拉，一个充满梦幻充满诗情充满牧歌的家园，那里有金字塔般的雪山、壮观的峡谷、被森林环绕着的翡翠似的高原湖泊、一望无际的辽阔草甸、金碧辉煌的喇嘛寺、宁静苍凉的古城。@云南旅游 精心整理香格里拉2日游攻略，吃住行游娱够都有了，亲，能帮助到你吗？http://t.cn/hsdk7,0
1345,【熊乃瑾与富商男友微博调情约炮】昨天我爆料了@熊乃瑾xiong 与男友@WongPok 在微博调情事件。后来被天涯网友直播，我很佩服天涯网友的挖掘能力。挖出了很多真相，包括熊乃瑾整容照片，定性微博约炮，接下来曝光了两人各种微博互动乃至逼婚的截图。更离谱的是，还挖出了巨乳国模@章小依 微博约炮记录。,1
1346,【小豬甩20磅紅館玩命】 亞洲舞王@羅志祥 明日起一連四日在香港紅館舉行個唱，他除激減廿多磅迎戰外，更表示正向紅館爭取「邊飛邊唱」玩命娛賓，據知該演唱會亦花費高達2600萬港元，實行拋銀彈會豬迷。報導連結: http://t.cn/zjDAnRm,0
1347,朋友妈妈在公交捡到了个钱包，里面有两张身份证，驾驶证，和三张1月25号惠州到武昌的火车票，名字分别是陈翠珍，高艳林，张馨元。春运期间，不知道失主花了多少功夫买这三张卧铺票，没了身份证如何回家过年，一定急疯了。转发举手之劳。 (联系:陈珉岩 13006609059) 【请帮忙传递正能量】@杜子建,1
1348,【帮扩散】朋友妈妈在公交捡到了个钱包，里面有两张身份证，驾驶证和三张1月25号惠州到武昌的火车票，名字分别是陈翠珍，高艳林，张馨元。春运期间，不知道失主花了多少功夫买这三张卧铺票，没了身份证如何回家过年，一定急疯了。转发举手之劳。 (联系:陈珉岩 13006609059) 【请传递正能量】@杜子建,1
1349,【郭美美出事了 廉政公署“威威”】摘 要：伯明翰主席杨家诚被香港警方抓走，罪名是巨额财产不明。更多消息还在进一步调查了解中。十字会郭会长挣的钱流到香港让杨家诚洗钱，郭美美出事了香港的廉政公署顺着这个线索把杨嘉诚挖出来了。http://t.cn/zjDxp27,1
1350,"【2013年郭美美续集】据香港TVB电视台报道，伯明翰主席杨家诚被香港警方抓走，罪名是巨额财产不明,更多消息还在进一步调查了解中。十字会郭会长挣的钱流到香港让杨家诚洗钱，大陆的公安不敢管，但香港的廉政公署顺着这个线索把杨嘉诚挖出来了!——感谢香港廉政公署，郭美美以及红会真相既将浮出水面！",1
1351,【警惕境外势力】两会将要召开，建议有关部门时刻保持警惕，防止境外势力腐化人民公仆和分裂祖国。,1
1352,【国有资产对财政贡献几何？】政协副主席黄孟复：现国有资产有100多万亿，加金融、国资近140万亿，这么多国有资产。去年财政报表上，国有资产经营收入800亿，其中700多亿返还给国有企业，解决国有企业困难，最后上缴财政就70亿。100多万亿国资，最终上缴财政的才70多亿。 @思想汇聚人生,1
1353,@蔡成平：中国人只知道日本死不認罪，又有誰知道南京大屠殺紀念館是日方再三提議、且主動出資、并負責設計修建的呢？,1
1354,【 #尼古拉斯•凯奇因滑雪意外事故死亡#】[蜡烛]   http://t.cn/zjDEOJA  @新浪娱乐,1
1355,【南京大屠杀纪念馆】今天迎来第三位日本前首相鸠山由纪夫的参拜。该馆1981年由日本社会党委员长田边诚倡议修建，当时中国政府以资金缺乏为由反应冷淡，田边诚随即筹集了30万美元交给南京市。1982年中央在田边诚的再三请求下同意作为爱国基地修建，设计师中包括日本人。85年邓小平题名开张。06年扩建。,1
1356,确实死了，[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛],1
1357,[蜡烛]尼古拉斯·凯奇（Nicolas Cage，1964年1月7日－2013年1月17日）2013年1月17日(北美时间)因滑雪意外丧生。新闻链接： http://t.cn/zjDmviG,1
1358,尼古拉斯·凯奇（Nicolas Cage，1964年1月7日－2013年1月17日）因滑雪事故去世[蜡烛]”Nicholas Cage Dies In Snowboard Accident“：http://t.cn/zjDQCQf 大导演弗朗西斯·科波拉的侄子，获奖无数，个人心中的佳作：鸟人、我心狂野、倾城佳话、空中监狱、天使之城、火柴人、战争之王、变脸。RIP.[蜡烛],1
1359,灾难片《先知》，动作片《勇闯夺命岛》，暴力片《变脸》，场面片《遇见未来》，战争片《风语者》，情感片《恶灵骑士》，爱情片《天使之城》，经典片《国家宝藏》，惊悚片《世贸中心》，悬疑片《8毫米》......，这些都成了记忆，刚才消息：偶像尼古拉斯·凯奇于美时1月17日滑雪意外丧生，人生定格49岁！,1
1360,看國外新聞說：演員尼古拉斯凱奇（Nicolas Cage），滑雪身亡，1964-2013，年仅49岁。[吃惊][抓狂][思考]真的假的？！[泪][蜡烛] @上海派對SHClubbing,1
1361,"尼古拉斯·凯奇（Nicolas Cage,1964年1月7日－2013年1月17日）因滑雪事故去世[蜡烛]”Nicholas Cage Dies In Snowboard Accident“http://t.cn/zjDQCQf 大导演弗朗西斯·科波拉的侄子,获奖无数,个人心中的佳作:鸟人,我心狂野,倾城佳话,空中监狱,天使之城,火柴人,战争之王,变脸[蜡烛]",1
1362,尼古拉斯·凯奇（Nicolas Cage，1964年1月7日－2013年1月17日）因滑雪事故去世”Nicholas Cage Dies In Snowboard Accident“：http://t.cn/zjDQCQf 大导演弗朗西斯·科波拉的侄子，获奖无数，个人心中的佳作：鸟人、我心狂野、倾城佳话、空中监狱、天使之城、火柴人、战争之王、变脸。RIP.,1
1363,【紧急寻找车票主人[话筒][话筒][话筒][话筒]】好心人在惠州689公交车捡到一钱包，内含身份证、驾驶证、三张1月25日惠州到武昌火车票，名字分别是陈翠珍、高艳林、张馨元。经多方查询，失主可能是在惠州或东莞工作的湖北籍人，请失主联系0752-2180812，举手之劳，转发扩散，助失主和家人顺利团聚。,1
1364,求证：【轮奸12岁少女的干部 为何免刑事处分？】昨晚8时30分，略阳县委召开常委会决定对郭镇党委书记、镇长、纪委书记等领导干部给予党内严重警告处分，略阳县人劳社保局对涉嫌犯罪的郭镇干部赵某、蒋某作出停职决定。但是我要问了，轮奸未成年少女，为何免刑事处分？谁来给个说法？,1
1365,太好了，最好全都死光光!!!日美海上军演发生直升机相撞，造成日自卫队36人死亡 - 据日本朝日新闻报道17日凌晨日美海上演习时两架阿帕奇直升机发生相撞事故，日本自卫队36人下落不明，日本防卫省正在调查事故原因，自今天下午14点已经发现33具... http://t.cn/zjkqlU1,1
1366,【转自网易】首尔、台北、北京的公车数量分别是：47辆、20辆、70万辆。这不是腐败，这是腐朽！,1
1367,"[看看无赖与无耻是个什么样] 经证实,这个是姜瑜从发言台上说出口的,不是网友杜撰。 美国驻华大使馆不断发表北京空气质量低劣的报告, 为此中国外交部发言人姜瑜表示:“根据国际公约,众所周知美国使馆区是美国领土,他们在那里监测到的数据只能说明美国空气质量不好。”@杂谈五味@焦点联播@徐昕@叶匡政",1
1368,哈哈哈~~我实在找不出任何语言了[哈哈][哈哈][哈哈],1
1369,朋友妈妈在公交捡到了个钱包，里面有两张身份证，驾驶证，和三张1月25号惠州到武昌的火车票，名字分别是陈翠珍，高艳林，张馨元。春运期间，不知道失主花了多少功夫买这三张卧铺票，没了身份证如何回家过年，一定急疯了。转发举手之劳。 (联系:陈珉岩 13006609059) @紫色浪漫小白 @温柔善良33 @李平,1
1370,【新华网：“性贿赂”史上“最美高官情妇”卢嘉丽】 卢嘉丽（1975年— ），江苏镇江人，化名，真实姓名不详。曾做过艺人、模特，并为多名高官情妇。传闻为2006年上海社保基金案重要嫌疑人，以策划艺人“卖春”交易诱使多名官员腐败而引发争议，案发后逃往国外，为被通缉人员！http://t.cn/zjkDvQy,1
1371,【看看无赖与无耻是个什么样】 经证实，这个是姜瑜从发言台上说出口的，不是网友杜撰。 美国驻华大使馆不断发表北京空气质量低劣的报告， 为此中国外交部发言人姜瑜表示：“根据国际公约，众所周知美国使馆区是美国领土，他们在那里监测到的数据只能说明美国空气质量不好。”,1
1372,【无赖与无耻】 经证实，这个是姜瑜从发言台上说出口的，不是网友杜撰。 美国驻华大使馆不断发表北京空气质量低劣的报告， 为此中国外交部发言人姜瑜表示：“根据国际公约，众所周知美国使馆区是美国领土，他们在那里监测到的数据只能说明美国空气质量不好。”@杨锦麟,1
1373,【不管过去多久，我们都需要真相！】原四川广元青川骑马民政局的工作人员张开敏在实名举报骑马乡有关官员不按时发放5.12地震灾民救灾款并侵占救灾物资后，被无故调职，并于2009年3月12日突然失踪。34天后，张开敏的尸体在一处鱼塘中被发现，死状十分凄惨……（来源：天涯微博@那年那些白衬衫 ）,1
