id,text
575,把目光放在别处，洒脱还给自己，做想做的事情，去想去的远方。
576,【警惕！遇到背这样包的人，请立即报警！】如果发现背着大背包，包上有不少散热洞的，马上拨打110。这就是伪基站：发送假冒10086、95588、95533等客服短信，让你积分兑奖的设备。此外，如果收到此类短信，千万别打开链接，谨防上当。转发提醒！（人民日报）http://t.cn/RUuZVgS
577,#午间分享#西城男孩高清MV《You Raise Me Up》，感谢你，你鼓舞了我，让我能走过狂风暴雨的海。感谢你，你鼓舞了我，让我能超越自己。既好听又有蕴意的一首歌，推荐！（转）http://t.cn/RUoJUFu
578,哪怕我们有99个理由要分开，但能不能为了那一个理由留下来。
579,一个神奇的现象：只要你夸你妈这道菜做的好，那么接下来这一个星期你都会吃到同一道菜。
580,【一张图展现深沉的父爱~~[爱你]】看到这， 就爆发泪点了~~~爸爸你听我说，有个偏方说童子尿能治疗颈椎炎~~~[笑cry][笑cry][笑cry]by网络
581,有些人将就了一辈子才明白，原来可以将就下去就已经是爱了。从来没有一个人让你觉得完美，能让你愿意忍耐缺点的那个人，就是爱人。
582,"【心酸！患病爷爷自杀 省钱救治6岁白血病孙子[悲伤]】6月底，小凡圣被确诊为急性白血病。爷爷在本身患糖尿病的情况下，又得了抑郁症。为了省钱，爷爷不肯再为自己治疗，说自己的钱都要留给孙子。""爷爷走在你前头了啊，你好好治病""。这是爷爷生前最后一次来医院看孙子所说的话。8月23日，爷爷上吊自杀。"
583,【午间分享】大冷天的，请允许我打个盹[doge][笑cry][笑cry][笑cry]http://t.cn/RUuKhjY
584,这是每个汪星人，都过不去的一道坎。。。心疼哭 http://t.cn/RLKgtRK
585,#万象#【北京“小雪”节气遇大雪】北京雪景来啦~小伙伴们有没有按捺不住出门看看[雪][雪]呢？[鼓掌][鼓掌]
586,老爸当时的内心几乎是崩溃的，哈哈哈哈，说好女儿是爸爸上辈子的情人呢？！http://t.cn/RZsAB95
587,现！在！呢！！现！在！[微笑]
588,【快来感受一下爆发的少女心[太开心]】田馥甄《我的少女时代》，满满都是青春的记忆，转给大家~~ [心]by网络 http://t.cn/RUnfRQn
589,【心理亚健康的十大典型症状】①常感到不开心②常情绪烦躁、紧张，不能集中注意力③很难与其他人建立朋友关系④有意回避社交场合⑤敏感，经常与人发生不快⑥多疑，总感觉别人在谈论自己⑦常为小事与人发生争执⑧睡眠不好，经常入睡困难、早醒⑨工作效率下降，学习成绩不如从前⑩觉得生活没有意思。
590,【[话筒]北京发布暴雪蓝色预警】目前北京大部分地区已出现降雪，预计到今天夜间，北京大部分地区将有大雪，西部、北部的部分地区有暴雪。请司机朋友开车时谨慎慢行，老人孩子尽量减少出行，出门注意保暖、防滑。（央视记者张景）
591,我到现在也不知道自己到底有没有爱过你 只知道那时候眼泪是真的 心酸是真的 想和你在一起一辈子也是真的
592,那些孩子们的善心，天真却特别有爱[心]（英国报姐）
593,#安全课#【雪天出行防摔跤】雨雪天气，给人们的出行也带来了一些安全隐患。特別是老人、小孩尽量减少外出，外出在雪地上步行时，要特别防范因路滑而摔倒导致的肌肉拉上或皮外伤，甚至骨折和脑部损伤。雪天出行，安全第一，有四点需要注意，看图吧。http://t.cn/RUmmuy6
594,一条裤子穿两年，一瓶洗面奶用三年。。。[笑cry]http://t.cn/RUu6pH2
595,【脑残粉果然是战斗的民族】最近北上广深等地，大批量被称作#脑残粉专车#的车主群体集体出动：乘客不需要支付车费，但被要求乘车过程中持续振臂高呼车主偶像的名字为明星榜单投票，视频中的男乘客叫声太魔性，视频2分40秒开始彻底被洗脑……遇到这样的车主，你会怎么做？http://t.cn/RUuQwLf
596,(〃▽〃)睡树上叫都叫不醒，下到一半还伸爪子求抱抱，是有多懒啊......[心]#今日最鲜# http://t.cn/RU3vPQn
597,【我们看冯小刚夺影帝时，他却在开演唱会[酷]】有才任性！今日最神奇的新闻莫过于：导演冯小刚在金马奖上拿下最佳男主奖，却未能出席领奖——他竟然正在北京工人体育馆的演唱会上与全场上万粉丝合唱《爱的代价》！http://t.cn/RUuRh0k这是路人转粉粉转真爱的节奏吗各位网友↓
598,#午间分享# 看完这个就知道为什么贝克汉姆叫黄金右脚了。。。碉堡了[震惊]http://t.cn/RLHRMzK
599,【向最可爱的人致敬！面满冰霜！哨兵零下30度冰堆里执勤[心]】11月21日，黑龙江省黑河市气温已近-30℃，“黑河好八连”的哨兵们仍手持钢枪，在严寒中坚守边防。看着这些满面冰霜的年轻面庞，你是否愿意为他们点赞？向最可爱的人致敬！http://t.cn/RUug5sy
600,【[吃惊]跟它比，鸽子蛋什么的太弱了……】一家加拿大采矿公司在博茨瓦纳发现一颗1111克拉的宝石级钻石，它是近百年来发现的最大钻石。分析师表示，它很难估价，或价值数千万美元。世界上最大的钻石是1905年南非发现的“库里南钻石”，3106克拉，切割后镶嵌在英国女王的王冠上。http://t.cn/RU3AVpE
601,柠檬水，你喝对了吗？不同的做法，有不同的效果哦～
602,【广东一镇委书记被举报有大量房产 市值达2亿】吴川市覃巴镇委书记杨金胜被举报坐拥多套房产、酒店、工厂，市值高达2.68亿。包括海港大道一幢15层物业，共1万6千多平，价值1.2亿；繁荣路三套别墅和商铺，市值6000多万；人民西路商业建筑，面积3500多平……纪委已介入。（南都）http://t.cn/RUuTFyh
603,信任不是指没有误会 ，而是总会给对方把误会解释清楚的机会。
604,9种红薯的美味做法，吃货们赶紧get起来，转需！
605,真的给这种机智的拍摄手法跪了，觉得我也可以环游世界了~
606,【大雪天 银杏大道喊你来拍照，约吗？[拍照]】11月22日，北京迎来了第二场降雪。钓鱼台外的银杏大道热闹非凡，金黄的银杏叶落满地与积雪相加的美景让人垂怜。不少市民不惧寒冷穿着鲜艳的衣服过来合影留念。 大冷天儿的，你是会被美景吸引出门尽情玩儿雪，还是宅在家里美美的睡觉看剧呢？[嘻嘻]
607,"【naver综合】22日下午,#少女时代#出席在首尔松坡区奥林匹克公园体操竞技场内举行的演唱会#GIRLS GENERATION 4TH TOUR - Phantasia - in SEOUL#的新闻发布会."
608,9个必学的快捷键技能，老板来查岗再也不怕不怕啦，小伙伴们速度get起来！（黑客师）
609,#贾行家#【想创业？告诉你开公司要解决的8个问题】“大众创业、万众创新”，你也想创业了吗？不过，你知道开公司有哪些流程、需要什么资料吗？会计应如何建账？公司如何交税，哪些税交给国税局，哪些税交给地税局？......戳图↓↓开公司应解决的8个问题，帮你一一解决。转发收藏！
610,到底谁跟凯凯王约会？已派出大内密探调查那个女人的身份！http://t.cn/RUuTsPy
611,【网友致敬：我们在赏雪，他们却在坚守！】@菠萝啤小姐 ：好样的，真正男子汉[good]；@Daisen丶 ：我们的幸福生活，都是他们的青春换来的；@卖火柴的小红帽_ ：看了眼眶酸酸的[悲伤]为这些默默付出的英雄点赞[good]；@Dccoi ：愿嫁[害羞]。你想说？
612,当我们紧握双手，里面什么也没有；当我们打开双手，世界就在我们手中。我们老想把什么东西都死死抱住，殊不知，有些东西原本就不属于你。小舍小 得，大舍大得，不舍不得，越舍越得。与其苦苦强求，不如潇洒挥手，勇敢地选择放弃。放弃，能让我们更宽容、更睿智、更从容。放弃，也是另一种获得！
613,感觉这部《消失的凶手》好好看的样子~
614,【冯小刚获金马奖影帝放话:得罪了 以后不演了[可怜]】第52届台湾电影金马奖颁奖礼昨晚在台北举行。“影帝”、“影后”双双爆冷花落冯小刚和林嘉欣。在北京的冯小刚透过现场连线表示，“我是在导演管虎的指挥下，老老实实地演了一个戏。对所有的专业演员说一句，得罪了，得罪了，小刚不演了。”今日早报
615,#时局#【美官员：美军战舰可能在12月再巡航南沙群岛】美国一名防务官员本月说，美国海军可能会在12月在斯普拉特利群岛(即我南沙群岛)进行下一次巡航。他表示，美国海军计划每季度在该地区进行两次以上巡航，以定期行使其享有的权利并提醒中国和其他国家美国的态度。http://t.cn/RU3LJuf
616,【国家防总：南方发生罕见冬汛】受连续强降雨影响，近日，广西、广东、湖南、江西等地出现罕见冬汛，30余条河流发生超警洪水。广西、湖南、江西三省区55.5万人受灾，直接经济损失约9.9亿元。国家防总紧急部署防御工作，最大程度减轻人员伤亡和财产损失。请当地群众注意自身安全。（央视记者王凯博）
617,Fuguclub: http://t.cn/RUuuvKZ
618,#最美新闻人#近日，江苏徐州周女士骑车上班途中遭遇车祸，肇事车辆逃逸。交警王有华和同事赶到现场后，发现有身孕的周女士因受伤严重难以支撑身体，王有华立刻跪地用自身撑住孕妇。寒风中他坚持半个多小时，手脚发麻仍挺着，直到救护车赶到现场。请评论或转发，为这位爱心交警点赞！
619,那个说我是大头死变态的，你给我出来！ http://t.cn/RU3UZ3J
620,【instiz】#Bigbang#强大的团队信念从何而来？胜利曰：烤蛤蜊[偷乐]
621,【雪越下越厚[雪]，一起为环卫工转！】北方气温骤降，迎来降雪！当我们欣赏雪景时，也请记得寒风中的他们……雪还在下，为防路面结冰打滑、引发交通事故，环卫工天不亮就开始，不断清理积雪，脸冻通红、手掌皴裂。感谢他们，为我们的平安辛苦付出！转给所有人[心]！（北方网）
622,【[话筒]紧急寻人！云南男孩被车撞后遭抱走】18日早，师宗县9岁男孩刘望上学途中被撞，车上男子将其抱走逃跑至今下落不明。刘望高1.3米，穿绿上衣、蓝牛仔裤、黑色旅游鞋。肇事车为浅色面包，前挡风玻璃有蛛网状裂痕。如有线索请联系0874- 5756994。早一点找到就多一分希望，扩！http://t.cn/RUurXyp
623,97％去过杭州的人都不知道的新鲜玩法！想去杭州的小伙伴马~
624,累的时候，换个角度看世界；压抑的时侯，换个环境深呼吸；困惑的时候，换个位置去思考；犹豫的时候，换个思路去选择；郁闷的时候，换个环境找快乐；烦恼的时候，换个思维去排解；抱怨的时候，换个方法看问题；自卑的时候，换个想法去对待。生活中学会换位思考，你的世界才会简单，人心简单就幸福。
625,够钱够时间的时候，就旅行，若不够，就先读书。
626,女神 斯嘉丽·约翰逊 31岁生日快乐！[蛋糕][心]
627,看完全程只能用一个“爽”字来表达！膝盖跪碎了！！ http://t.cn/RLuZFSl
628,最值得中国学生认真听的演讲：如果想要伟大，就用平凡来堆积，时间较长，建议先马再看！ http://t.cn/RUfIdDM
629,别再抱怨你在十四亿人中找不到一个对的人了，考试时你选择题四个选项都找不到一个对的。。。[拜拜]
630,别人再好，也是别人。自己再不堪，也是自己，独一无二的自己。只要努力去做最好的自己，一生足矣。
631,【东盟峰会宣布东盟共同体在年底正式建立】今天，在本次东盟峰会及系列峰会举行期间，东盟各国领导人共同签署了《2015吉隆坡宣言》，宣告东盟共同体在今年年底正式建立。峰会期间还签署了《东盟2025年吉隆坡宣言：携手共进》，这份政治性文件规划了东盟未来10年的行动规划。（央视记者窦筠韵 朱雪松）
632,#知政#【李克强就南海问题阐述中方原则立场】李克强在东亚峰会上就南海问题表示，中国致力于南海争议由直接有关的主权国家谈判协商解决、南海和平稳定由中国和东盟国家共同维护的“双轨思路”；坚决维护南海航行和飞越自由；中方在本国岛礁上开展建设合理合法，谈不上“军事化”。http://t.cn/RU3U3hD
633,洗一个澡，看一朵花，吃一顿饭，假使你觉得快活，并非全因为澡洗得干净，花开得好，或者菜合你口味，主要因为你心上没有挂碍。——钱钟书
634,#视频#高手在民间，这大爷你给多少分？[doge]http://t.cn/RUnOZ85
635,【故宫赏雪】落尽琼花天不惜，封他梅蕊玉无香。今日是小雪节气，又恰逢天降瑞雪。红墙碧瓦的故宫中，也是倾耳无希声，在目皓已洁了。（摄影：@_豆桑）
636,不忍直视！
637,当几个残疾小孩唱出：“以后我会英俊吗？会富有吗？妈妈说，世事不可强求，一切順其自然吧。”很震撼，泪奔！最后二十几秒的歌声空白，让人遐想联翩~ ~http://t.cn/RyBKskI
638,【此刻 紫禁城的瑞雪[心]】片片互玲珑，飞扬玉漏终。白雪红墙，恍如隔世。(via.故宫博物院)
639,温和对人对事。不要随意发脾气，谁都不欠你的。 现在很痛苦，等过阵子回头看看，会发现其实那都不算事。学会宽容伤害自己的人，因为他们很可怜，各人都有自己的难处，大家都不容易。仰望天空时，什么都比你高，你会自卑；俯视大地时，什么都比你低，你会自负。
640,【美翻了！陕西4000年古银杏落叶似黄金毯[带感]】据央视，初冬时节，陕西汉中，留坝县玉皇庙镇，4000年的银杏树下，金黄的银杏叶飘落一地，美得震撼！
641,最近英国南安普顿大学的一个妹纸在图书馆里被一个小哥搭了个讪... 结果火了.... 主要是这搭讪的方式.... 创意简直满分[酷]网友：首先，你得在读书[偷笑]（英国那些事儿）
642,【27年后，她找到舍身救她的消防员[心]】1988年冬，上海一起火灾，母亲抱着3个月大的女儿被困4楼窗台。一名消防员抱着女婴往下爬，电线打来他触电摔下，坠地瞬间将女婴搂在胸膛。她平安，他却粉碎性骨折……如今女孩学成回国，几经周折找到救命恩人陆玉明，只为亲口说声“谢谢”！http://t.cn/RU3qLW1
643,【北京降雪致南站出发高铁大部分晚点】北京强降雪导致北京南站出发的大部分高铁晚点超过2小时以上。下午3时左右， 大屏上显示的几乎所有车次都晚点未定。工作人员称，主要是由于高铁、动车雪天限速所致。http://t.cn/RU3GvIw
644,【林则徐说】①若鸦片一日未绝，本大臣一日不回②苟利国家生死以，岂因祸福避趋之③海到无边天作岸，山登绝顶我为峰④海纳百川，有容乃大；壁立千仞，无欲则刚⑤子孙若如我，留钱做什么？贤而多财，则损其志；子孙不如我，留钱做什么？愚而多财，则增其过。今天，民族英雄林则徐逝世165年。缅怀！
645,有一种脆弱的感情叫“我爸妈不同意。”
646,时间给我们的不是机遇，而是选择，若是不懂选择，拥有再多也是浪费。
647,有时候突然就不想工作了，有时候会突然想要喝几杯，有时候会想要独自旅行，有时候就想结婚了……我们的脑子里有那么多的念头，可是仅仅只是想想而已。或许我们真的需要一些勇气，为一些突然蹦出的念头而尝试一下。也许，它会带给你惊喜。
648,"【男婴出生3天被遗弃 父母留字条:想要个女儿[伤心]】昨日下午，四川两环卫工人在顺庆区欧香小镇小区路边，发现一名遗婴。婴儿被送往川北医学院后，被发现脚踝上有张纸条：""生于2015年11月21日早9点，因第一个是男孩，第二个还是男孩，第三个想要女孩，又是男孩。""经警方努力，目前孩子已被家长抱回。"
649,天冷了，要多煲些汤喝，这里有30道汤做法，收藏学做几款吧关^注我学做菜，谢谢!#美食菜谱大全#
650,最多人追的星座排行，你排第几……
651,小男孩做错事被麻麻训斥，强忍着眼泪，默默承担着男人的忧伤与哀愁… http://t.cn/RyH5Uqq
652,凡事不必苛求，来了就来了；凡事不必计较，过了就过了；遇事不要皱眉，笑了就笑了；结果不要强求，做了就对了；生活就是一种简单，心静了就平和了。转
653,奶爸不好易当，双胞胎的更不容易！[嘻嘻] http://t.cn/RUniSpk
654,你有没有这种症状：因为某件小事心情变得很糟，不想说话不想搭理人，觉得担子好重快要垮掉，感觉所有的烦恼一下子都堆起来。剪不断理不清，泪腺极 度膨胀，心里闷得要死，以为马上就是世界末日了。这种时候真的很难受。不要问我怎么办，我不知道。还是顺其自然吧，雨过了，天晴了就好。
655,他是英国最特别的一个10岁小学生..... 每天早上，他总是第一个到学校，每天早上，他总是最后一个才离开。老师永远只点他回答问题。每次大考小考课堂测验他都是班里的第一名。好吧。。。。。他住在英国最偏远的一个小岛上。他去的是一所只有一个学生的小学。学校里唯一的一个学生，就是他自己。。。。
656,让我先笑一下。 http://t.cn/RUtoRk7
657,中国的大爷牛逼 http://t.cn/RLz3x7G
658,树懒看见喵星人之後就一直摸摸它，不让喵星人离开，BGM好魔性喔[doge]。。。喵“我选择狗带” (´Ａ｀。)http://t.cn/Ry0rxKc
659,【美翻！雪花的30种雅称[转发]】①瑞叶：“瑞叶飞来麦已青，更烦膏雨发欣荣。”②仙藻：“欲验丰年象，飘摇仙藻来。”③碎琼：“微于疏竹上，时作碎琼声。”④寒酥：“朝来试看青枝上，几朵寒酥未肯消”……古人对雪花的喻称、美称你知道几个？戳图学习！别再只会用“鹅毛”来形容雪花啦！@人民日报
660,台湾一个街头艺人在唱《江南》，没想到，原唱林俊杰来了。。。[转发]http://t.cn/RUmnhtH
661,【扒一扒：一支圆珠笔里的世界账本 看完秒懂中国制造↓↓】中国一年生产近400亿根笔，但每支笔只能赚不到1分钱。到底谁赚钱了？日本人赚了材料的钱！瑞士赚了设备的钱！而中国赚的却是苦力的钱！这是因为中国的3000多家制笔企业中没有一家掌握高端笔头和高端墨水制作的核心技术...http://t.cn/RUuKZC7
662,雪夜围炉读禁书
663,"【今天玩雪的都别晒了 终极玩法来了！[最右]】别人用手在纸上画画,这位叫Simon Beck的大叔用脚在雪地上画。2004年,他心血来潮在雪地走出一颗星星的形状,然后被自己的杰作帅倒了！从此他找到新的人生乐趣。每幅画1到4公顷,走9到12小时,2万到3万米。小编已拜倒在雪地里……[威武] http://t.cn/RU3IP4q"
664,#视界# 😂😂🐶：主人的数学肯定是体育老师教的…… 口水都流出来了。http://t.cn/RU3IDx2（使用#秒拍#录制）
665,【女子耗尽家财救患病丈夫 意外发现婚外情】李某系广西一公职人员，患脑溢血抢救，妻子耗尽家财，但最终丈夫还是成了植物人。妻子整理物品时发现李某的出轨视频，还得知李某以配偶名义给情人买了养老保险。“十几年的夫妻情分，拼尽全力的抢救，瞬间成了笑话……”（南国早报）http://t.cn/RU37cZf
666,你别不要我，我不会自己回家。 ——你对我的好，我会记得一辈子、对我的坏，我下一秒就会忘记、这样，你会不会永远爱我，就像我爱你一样!
667,【会打败你的一些坏习惯】1、拖延成性；2、言过其实；3、不愿倾听；4、懒于改变；5、缺少恒心；6、过于取悦他人；7、文过饰非；8、斤斤计较；9、不动脑子；10、缺少准备；11、尽是幻想；12、害怕冲突；13、容易沮丧14缺乏自信 你有几个？
668,那些年，我们追过的程又青李大仁... [可怜] http://t.cn/RU3MEuW
669,"#映像#【壮观！英国“雪地艺术家”徒步踩出巨幅画作[赞]】英国人西蒙-贝克自称全世界第一位“雪地艺术家”，靠在雪地中徒步行走、用双脚踩出了许多巨幅画作：有雪花、有飞龙，虽然作品尺寸""巨大""，但每一步都十分精准。网友：想想自己在雪地踩出来的鬼畜...有点儿惭愧[笑cry]"
670,清晨想到的第一个人和夜晚想到的最后一个人，不是让你幸福的人，就是让你痛苦的人。
671,教你如何花式穿鞋带，会玩~ http://t.cn/RLsV3Vz
672,爱抹茶的小伙伴举个手
673,被消防员救出的猫，眼神已说明了一切 [心]
674,写给自己的9句话~
675,不管你是不是只身一人，只要有空位，在姆明主题咖啡馆就会有姆明一族大小成员坐在你身旁或对面陪你一同用餐~[色][色][色]啦啦啦啦啦啦啦~心情也会变美腻~[xkl转圈][xkl转圈][xkl转圈]
676,8款超快手凉菜，美味又开胃~[花心]
677,今天腿长一米九
678,［人权事务］九名朝鲜人近日在越南被捕并随后被转移至中国。@联合国人权高专办 对此表示警觉，担心他们或许已经被遣返回国，并可能面对极为严重的人权侵犯风险。http://t.cn/RU36vwr
679,韩红弹唱版Bigbang的《If you》，用心唱歌的人最有魅力，好听！[爱你]http://t.cn/RU3ir3c
680,我操吓死爸爸了 居然还有这种店！[拜拜]
681,【今天，紫禁城的瑞雪[心]】片片互玲珑，飞扬玉漏终。白雪红墙，恍如隔世。(via@故宫博物院 )
682,【广东明年全面放开“异地高考”：需父母一方在广东连续交3年社保】近日，广东教育部门发通知，明年起就读普通高中的外来务工人员随迁子女可在广东高考。要求：①父母至少一方在广东连续交满3年社保②父母一方提供在广东居住证③有合法住所证明④子女本身在广东中考并有完整3年学籍。(央视记者魏星)
683,【关于劳动合同，你不得不知的8件事】求职找工作，拿到合同就万事大吉？连细节都没看清就挥着笔杆子“签签签”？别急！合同里有哪些陷阱你清楚吗？劳动合同要包含哪些内容？试用期不是“白用期”，法律上有哪些规定？…戳图↓↓关于劳动合同，你必须知道这8件事。事关权利，转起学习！(人民日报)
684,爱只能遇见，无法预见。[心]
685,软炸里脊，脆香可口
686,这腿法，简直就是。。。。http://t.cn/RUHUAhb
687,【爷爷背百斤山货下山 想救白血病孙女[泪]】两岁的孙女得白血病已到重庆住院。60岁爷爷背上自家产的百斤山货，走2个半小时山路、坐6小时车，到重庆摆摊，给孩子凑救命钱。两天才卖出4把党参，80元，老人急得抹眼泪。“山货爷爷”感动许多重庆网友：今天就去看，能帮就帮！（@中国新闻网 ）
688,西安终南山下的古观音禅寺内有一棵千年古银杏树，树龄已有1400年，是当年唐太宗李世民亲手栽种的，从这个月11号，银杏叶子开始凋落，前几天叶子越落越多，金黄的银杏叶子像是在银杏树下铺成了黄金的毯子，场面十分壮观！
689,哪部作品让人有「能写出这种东西的人真是了不起啊」的感觉？已有 10861 人关注：http://t.cn/RU3XDcZ（想看更多？下载知乎 App：http://t.cn/zHpKgdA ）
690,有些东西，并不是越浓越好，要恰到好处。深深的话我们浅浅地说，长长的路我们慢慢地走。
691,别老想着取悦别人，你越在乎别人，就越卑微。只有取悦自己，并让别人来取悦你，才会令你更有价值。一辈子不长，记住：对自己好点。#爱摄影爱旅游#
692,男孩这样跳不能忍，教练在哪里我要学 http://t.cn/RUCueip
693,明明讨厌卻还是要笑着说还好 明明很难过卻还是要装作若无其事 明明很介意卻还是会心一笑说沒关系 明明捨不得卻还是要装作毫不在乎 明明很爱他卻還是要勉强自己欺骗自己 做了那么多违背心愿的事真的好累 像是背了一個沉重的包袱 想放下卻放不下
694,我会渐渐和你保持距离，直到和你再也没有关系。
695,雪花绽放的瞬间，太美了[雪][雪][雪]
696,你说要懂我 那么你来仔细看看 把我揉碎了看 骨头是贪婪 毛孔是笨拙 血液是卑微 肉身是盲目 还有五脏六腑的不甘心和占有欲 每一寸每一分 都是不好的 但你把它们合起来 合成一个我 你再看 是爱你的
697,许久不联系的人，不用再联系。各自辛苦，各自生活，也再无交集，该停留在过去的，就让它停留在过去。如果有缘，会再见。若无缘，不如不见。就是这样。
698,好好吃饭，好好睡觉，好好挣钱，好好花钱。不为不值得的人生气，不为不值得的事失眠。既然活着就好好活着，每分钟都为自己活着。
699,记住，不是眼泪就可以挽回失去的，所以不要轻易流下你的泪；记住，不是伤心就一定要哭泣，所以不要那么吝啬你的微笑；记住，不是你认为可以给予就给予，所以不要那么轻易许下承诺；记住，不是你做的不够好，所以不要悲悯的以为自己一事无成；记住，不是只有你一个人在努力，所以不要轻易的就放弃。
700,"名字真是门学问,下载一堆姓名学app,买了些姓名五行书,希望他们中文名或英文名能有关联性,看来我要好好开始研究了[思考] 你有什么好建议呢?"
701,这群鸭子好励志啊，感觉最后一只上去的时候眼泪都出来了！[爱你] http://t.cn/RU361dF .
702,【2015年9部韩国犯罪与动作电影】今年韩国上映的9部犯罪与动作电影，换口味的绝佳之选。
703,网友爆笑恶搞版《舌尖上的中国真TM2》http://t.cn/RykcebH
704,我们之所以看不见黑暗，是因为有人正竭尽全力，把黑暗挡在我们看不见的地方。希望我们的世界和平！[心][心][心]cr:王尼玛http://t.cn/RUm8kq2
705,看到一段话：“每一个新朋友，身上都有那么一处能让我们想起已经远离的老朋友，可能是声音可能是性格。或许啊，那些曾经离开我们的人都在用不同的方式回到我们身边。”
706,“不需要隐瞒任何人，我还爱着你，只不过少了非要在一起的执着，也许再过一段时间，我仅仅只是想你了。”
707,最适合做手机铃声的80首歌。童鞋们赶紧收啦！
708,能力不足却野心太大，还在意太多的人，必然过得很烦恼。
709,真心相爱的两个人，不会输给外貌距离，不会输给身高年龄，不会输给前任小三，不会输给别人的流言蜚语 ，不会输给父母的反对，只会输给不珍惜，败给不努力，不信任。
710,#开发大脑潜能#图中的问号应该填什么？
711,《一首发生在海边的诗》（我现在出门都带个本，随时接灵感，一不小心就创作了）
712,王俊凯晒多张自拍照，精致侧颜获赞。照片中，他身穿黑色羽绒服，刘海梳的整齐，瞪大的双向镜头放电，有网友调侃道：“又可以换屏保了”，但是又有网友调侃道。。。。。#大叔神吐槽#
713,【有奖转发送施华洛世奇水晶签字笔】Swarovski 施华洛世奇官网优惠7.5折！可儿姐施华洛世奇合作设计了全新2015节日系列的饰品，非常精美漂亮噢～它家一直以其闪耀光芒闻名于世！赶快下单子！http://t.cn/RU3KimA 关注并转发@ 2名好友，有机会赢取水晶签字笔1件随机抽取1名粉丝中奖 http://t.cn/RU3KimA
714,不一定每天都很好，但每天都会有些小美好在等你。早安
715,【早安】知无不言，也不一定都是率真，或许还是因为情商不够。能把嘴边的话咽下去，也是一种练达。@思想聚焦
716,【私家车违停被公交撞毁 车主担全责】21日，西安一私家车主将价值50万元的车违停在道沿，司机刚打开车门准备下车，一辆公交车开了过来，撞得私家车车门严重变形！所幸无人员受伤。交警：私家车主应对事故负全部责任。私家车主需自行修车，还需赔付公交车损失。（华商网）http://t.cn/RU3x6gg
717,#新浪独家#【医生激辩媒体 谁导致了医患矛盾？】医生博主连发数条微博，直指医患关系趋于紧张，不乏媒体不实报道推波助澜。微博话题#医生对话媒体#引发各方激辩，600名医生呼吁对话，媒体则认为，医患纠纷归咎于媒体是偏执和无知。详见 http://t.cn/RU3pGti
718,雪花绽放的瞬间，太美了[雪][雪][雪]
719,看清一个人又何必去揭穿，讨厌一个人又何必去翻脸。活着，总有看不惯的人，就如别人看不惯我们。
720,【国泰君安国际：董事会主席阎峰失联】国泰君安国际公告称，自11月18日开始未能与董事会主席、执行董事及行政总裁阎峰取得联络。委任祁海英代行董事会主席职务，委任王冬青代行行政总裁职务，直至另行通告为止。http://t.cn/RU3Obod
721,【《权力的游戏》剧透：珊莎·史塔克重返临冬城】“权游”中被虐得最惨的角色之一——珊莎·史塔克在第六季里将重返临冬城。在这里她曾是声名显赫的史塔克家大小姐，也经历过噩梦般的新婚之夜。但是再遇到那个野蛮折磨过她的拉姆斯·波顿时，小指头和雪诺以及一位神秘来客都将陪在她身边。
722,铲屎的还在厕所呢，我得赶紧的给他送纸[喵喵]
723,"【OSEN独家】[<她很漂亮>朴有焕-安世河加盟<丛林的法则>巴拿马篇]23日相关人员表示因出演热播剧#她很漂亮#受到大众喜爱的演员朴有焕-安世河将正式作为SBS综艺#丛林的法则#第23个生存挑战记巴拿马篇的固定成员加盟.另外之前确定出演的还有洪宗玄-吴智昊-李章宇等,预计于28日出国."
724,【用哪一个字代表2015年？】#2015汉语盘点#已经启动，这是@商务印书馆 联合多家媒体第十次举行年度汉语盘点活动。2014年的年度汉字是“法”，2013年是“房”，2012年是“梦”。回顾过去9年的年度汉字，你认为它们贴切吗？如果用一个字概括即将过去的2015，会是哪个字呢？点此参与 http://t.cn/RUmENUK
725,【只需一场雪，故宫变回故事里的紫禁城】昨日北京大雪，故宫“门还没开就有人排队”，一上午接待游客近三万人，堪比往日一天人数。网友看照片后点赞：“白雪镶红墙，碎碎坠琼芳，美得这么安静”；“红墙，白雪，琉璃瓦，此刻的美景是极好的”。此情此景，你想到了什么故事？
726,网友家的猫妈妈正在生产，猫爸爸在生产过程中守护着妈妈，从头到尾都一脸担心的守护着麻麻，好幸福的一家子啊！
727,这辈子，和谁过，怎样过，过多久，有人因为爱情，有人因为物质，有人因为容貌，有人因为前途，有人因为压力。而当这日子真的要和选择的人一起过了，你才明白，钱够花就好，容貌不吓人就行。其实真正幸福的标准，无需理由很简单，只要笑容比眼泪多，你就找对人了。[心]
728,【27年后，她找到火海救她的消防员[心]】27年前，上海一民居起火，母亲抱着3个月大女婴被困家中。一消防员冲进火场，抱起女婴往下爬，烧断的电线打来，他触电坠地的瞬间，翻身护住女婴，自己右臂却粉碎骨折…27年后，女孩费尽周折找到了救命恩人陆玉明，亲口对他说了“谢谢”。http://t.cn/RU3qLW1
729,你上一次哭是什么时候？
730,作品中演绎不同角色的杨洋；跳舞时仙气十足的杨洋；穿上军装挺拔坚毅的杨洋；节目中可爱傻气的杨洋！2008—2015年，是今天比昨天更优秀的杨洋！[心]羊毛们一路跟杨总相伴，成为更好的自己[好爱哦]饭制视频——带你五分钟认识杨洋！cr：@秒速伍cm http://t.cn/RUNpQaG更多饭制戳http://t.cn/RypEuzh
